Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      6.67     0.00        2     0.00     0.00  int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
  0.00      6.67     0.00        2     0.00     0.01  std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&)
  0.00      6.67     0.00        2     0.00     0.00  int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&)
  0.00      6.67     0.00        2     0.00     0.00  int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
  0.00      6.67     0.00        2     0.00     0.00  void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.00      6.67     0.00        2     0.00     0.00  void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)
  0.00      6.67     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z3DFSRSt6vectorIS_IiSaIiEESaIS1_EEiRS_IbSaIbEERSt5stackIiSt5dequeIiS0_EE
  0.00      6.67     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      6.67     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<bool>::new_allocator()
  0.00      6.67     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<bool>::~new_allocator()
  0.00      6.67     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long)
  0.00      6.67     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*)
  0.00      6.67     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::new_allocator(__gnu_cxx::new_allocator<unsigned long> const&)
  0.00      6.67     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::new_allocator()
  0.00      6.67     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::max_size() const
  0.00      6.67     0.00        1     0.00     0.00  std::_Bit_iterator::operator+(long) const
  0.00      6.67     0.00        1     0.00     0.00  std::allocator<bool>::allocator()
  0.00      6.67     0.00        1     0.00     0.00  std::allocator<bool>::~allocator()
  0.00      6.67     0.00        1     0.00     0.00  std::allocator<unsigned long>::allocator<bool>(std::allocator<bool> const&)
  0.00      6.67     0.00        1     0.00     0.00  std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&)
  0.00      6.67     0.00        1     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_Deque_impl::_Deque_impl()
  0.00      6.67     0.00        1     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_Deque_impl::~_Deque_impl()
  0.00      6.67     0.00        1     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_M_create_nodes(int**, int**)
  0.00      6.67     0.00        1     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_M_destroy_nodes(int**, int**)
  0.00      6.67     0.00        1     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long)
  0.00      6.67     0.00        1     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_Deque_base()
  0.00      6.67     0.00        1     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::~_Deque_base()
  0.00      6.67     0.00        1     0.00     0.00  std::_Bit_iterator::operator+=(long)
  0.00      6.67     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long)
  0.00      6.67     0.00        1     0.00     0.01  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&)
  0.00      6.67     0.00        1     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl()
  0.00      6.67     0.00        1     0.00     0.01  std::_Bvector_base<std::allocator<bool> >::_M_deallocate()
  0.00      6.67     0.00        1     0.00     0.01  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset()
  0.00      6.67     0.00        1     0.00     0.01  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data()
  0.00      6.67     0.00        1     0.00     0.01  std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&)
  0.00      6.67     0.00        1     0.00     0.01  std::_Bvector_base<std::allocator<bool> >::~_Bvector_base()
  0.00      6.67     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long)
  0.00      6.67     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long)
  0.00      6.67     0.00        1     0.00     0.00  std::_Bit_iterator_base::_M_incr(long)
  0.00      6.67     0.00        1     0.00     0.00  std::deque<int, std::allocator<int> >::_M_destroy_data(std::_Deque_iterator<int, int&, int*>, std::_Deque_iterator<int, int&, int*>, std::allocator<int> const&)
  0.00      6.67     0.00        1     0.00     0.00  std::deque<int, std::allocator<int> >::begin()
  0.00      6.67     0.00        1     0.00     0.00  std::deque<int, std::allocator<int> >::deque()
  0.00      6.67     0.00        1     0.00     0.00  std::deque<int, std::allocator<int> >::~deque()
  0.00      6.67     0.00        1     0.00     0.00  std::stack<int, std::deque<int, std::allocator<int> > >::stack<std::deque<int, std::allocator<int> >, void>()
  0.00      6.67     0.00        1     0.00     0.00  std::stack<int, std::deque<int, std::allocator<int> > >::~stack()
  0.00      6.67     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long)
  0.00      6.67     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool)
  0.00      6.67     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::end()
  0.00      6.67     0.00        1     0.00     0.00  std::vector<bool, std::allocator<bool> >::begin()
  0.00      6.67     0.00        1     0.00     0.01  std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&)
  0.00      6.67     0.00        1     0.00     0.01  std::vector<bool, std::allocator<bool> >::~vector()
  0.00      6.67     0.00        1     0.00     0.00  std::__fill_bvector(unsigned long*, unsigned int, unsigned int, bool)
  0.00      6.67     0.00        1     0.00     0.00  std::fill(std::_Bit_iterator, std::_Bit_iterator, bool const&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2020 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.15% of 6.67 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     99.9    0.00    6.66                 main [1]
                0.44    6.21       1/1           kosaraju_by_matrix(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int) [2]
                0.00    0.01       1/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [18]
                0.00    0.00  200000/110446649     std::vector<int, std::allocator<int> >::operator[](unsigned long) [13]
                0.00    0.00  200000/310506653     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [8]
                0.00    0.00       1/2           std::allocator<std::vector<int, std::allocator<int> > >::allocator() [198]
                0.00    0.00       1/3           std::allocator<int>::allocator() [182]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [221]
                0.00    0.00       1/40011       std::allocator<int>::~allocator() [57]
                0.00    0.00       1/20004       std::vector<int, std::allocator<int> >::~vector() [84]
                0.00    0.00       1/6           std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [158]
                0.00    0.00       1/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [217]
-----------------------------------------------
                0.44    6.21       1/1           main [1]
[2]     99.8    0.44    6.21       1         kosaraju_by_matrix(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int) [2]
                0.88    2.09       3/3           DFS_List(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [3]
                0.63    2.09       2/2           DFS(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [5]
                0.24    0.00 100199950/110446649     std::vector<int, std::allocator<int> >::operator[](unsigned long) [13]
                0.23    0.00 100199950/310506653     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [8]
                0.00    0.01       1/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [18]
                0.00    0.01       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [27]
                0.01    0.00       3/3           std::__cxx11::list<int, std::allocator<int> >::~list() [35]
                0.00    0.01   10001/10001       std::stack<int, std::deque<int, std::allocator<int> > >::top() [38]
                0.00    0.01       1/1           std::vector<bool, std::allocator<bool> >::~vector() [42]
                0.00    0.00   20001/200080005     std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [4]
                0.00    0.00   20001/200060003     std::_Bit_reference::operator bool() const [11]
                0.00    0.00       1/1           std::stack<int, std::deque<int, std::allocator<int> > >::~stack() [45]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::begin() [48]
                0.00    0.00   10004/10004       std::operator!=(std::_List_iterator<int> const&, std::_List_iterator<int> const&) [99]
                0.00    0.00   10002/10002       std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [101]
                0.00    0.00   10001/10001       std::stack<int, std::deque<int, std::allocator<int> > >::pop() [125]
                0.00    0.00   10001/10001       std::_List_iterator<int>::operator*() const [110]
                0.00    0.00   10001/10001       std::_List_iterator<int>::operator++() [112]
                0.00    0.00       3/3           std::__cxx11::list<int, std::allocator<int> >::list() [189]
                0.00    0.00       3/3           std::__cxx11::list<int, std::allocator<int> >::begin() [188]
                0.00    0.00       3/10004       std::__cxx11::list<int, std::allocator<int> >::end() [98]
                0.00    0.00       1/1           std::stack<int, std::deque<int, std::allocator<int> > >::stack<std::deque<int, std::allocator<int> >, void>() [257]
                0.00    0.00       1/1           std::allocator<bool>::allocator() [238]
                0.00    0.00       1/1           std::allocator<bool>::~allocator() [239]
                0.00    0.00       1/2           std::allocator<std::vector<int, std::allocator<int> > >::allocator() [198]
                0.00    0.00       1/3           std::allocator<int>::allocator() [182]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [221]
                0.00    0.00       1/20004       std::vector<int, std::allocator<int> >::~vector() [84]
                0.00    0.00       1/40011       std::allocator<int>::~allocator() [57]
                0.00    0.00       1/6           std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [158]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::end() [259]
                0.00    0.00       1/1           std::fill(std::_Bit_iterator, std::_Bit_iterator, bool const&) [261]
